iter	RMSE
0	0.1352986076
1	0.1256562858
2	0.1196897434
3	0.1102200573
4	0.1044851277
5	0.09921140525
6	0.09570323778
7	0.09183075931
8	0.08526903631
9	0.08252417284
10	0.07959911333
11	0.07660317513
12	0.07472896047
13	0.0723726805
14	0.06999256355
15	0.06890672213
16	0.06667552043
17	0.0652333875
18	0.06333301186
19	0.06061114088
20	0.05913064803
21	0.05738248607
22	0.05554786642
23	0.05359669529
24	0.0520429855
25	0.05159065295
26	0.05074010981
27	0.05001122937
28	0.04868610032
29	0.04793162736
30	0.04693720487
31	0.04514665438
32	0.04396509204
33	0.04238030321
34	0.04153092442
35	0.04108926163
36	0.04012923631
37	0.03941167686
38	0.03860395992
39	0.03779436938
40	0.03643954815
41	0.03567642778
42	0.03466405602
43	0.03416443551
44	0.03378621757
45	0.03317178109
46	0.03267913608
47	0.03231441374
48	0.03177055123
49	0.03146113253
50	0.03075770583
51	0.03026412762
52	0.02969728151
53	0.02941862374
54	0.0288954069
55	0.02829676523
56	0.02777369682
57	0.02746810751
58	0.02718831336
59	0.02671307108
60	0.02624260548
61	0.025783848
62	0.02471167339
63	0.02440509327
64	0.02395623244
65	0.02374465628
66	0.02346450389
67	0.0231708399
68	0.02280353955
69	0.02225050312
70	0.02180923834
71	0.0216304829
72	0.02126331652
73	0.02107204032
74	0.02059408472
75	0.02040398856
76	0.02026166918
77	0.01998927157
78	0.01967238075
79	0.01951042443
80	0.01938486664
81	0.01918983973
82	0.01890076649
83	0.01878567693
84	0.01851269958
85	0.01833201095
86	0.0181220344
87	0.0179575195
88	0.01773690041
89	0.01753520984
90	0.01721951272
91	0.0170872359
92	0.01685350213
93	0.01652053961
94	0.01636071484
95	0.01615222945
96	0.01601421253
97	0.01581370139
98	0.01569411831
99	0.01537480413
100	0.01529303136
101	0.01496975477
102	0.0147357065
103	0.01463154557
104	0.01447545883
105	0.01442137153
106	0.0142343399
107	0.0140659757
108	0.01391628166
109	0.01375980791
110	0.01357955929
111	0.01344213481
112	0.01332138769
113	0.01318846765
114	0.01303429809
115	0.01290459504
116	0.01281085085
117	0.01273634512
118	0.0126291106
119	0.0124562754
120	0.01230980042
121	0.01220166986
122	0.01211050449
123	0.01201183958
124	0.01194363458
125	0.0118579766
126	0.01172324001
127	0.01159353672
128	0.01150024989
129	0.01139022098
130	0.011255076
131	0.01114712663
132	0.01103467447
133	0.0108746217
134	0.01083372938
135	0.01071533891
136	0.01065260632
137	0.01054893943
138	0.01051140042
139	0.01038542433
140	0.01023316771
141	0.01009934618
142	0.009991926973
143	0.009906987502
144	0.009844968518
145	0.00973792401
146	0.009658360322
147	0.009589640195
148	0.009536049723
149	0.009493288908
150	0.009334546407
151	0.009266837243
152	0.009231079403
153	0.009163987456
154	0.009058871508
155	0.00895691406
156	0.008900090645
157	0.008826377311
158	0.008772801508
159	0.008717211053
160	0.008678768461
161	0.008561918661
162	0.008512917915
163	0.008475190342
164	0.008386451042
165	0.008330610015
166	0.008281424334
167	0.008198484212
168	0.008149626926
169	0.008080890472
170	0.008031169954
171	0.007985525199
172	0.007938645143
173	0.007860014456
174	0.007808601643
175	0.007752360594
176	0.007645048397
177	0.007582158814
178	0.007535946967
179	0.007498048078
180	0.007463572803
181	0.007332124018
182	0.007277811607
183	0.007232020488
184	0.007166435078
185	0.007142775535
186	0.007093783726
187	0.007012400792
188	0.006995537785
189	0.006960818531
190	0.006906586314
191	0.006843434257
192	0.006772351607
193	0.006710606366
194	0.0066661913
195	0.006623431865
196	0.006553824044
197	0.006508743763
198	0.006479621712
199	0.006425744267
200	0.006384145873
201	0.006356664362
202	0.006300835361
203	0.006265210557
204	0.006179195113
205	0.006165180274
206	0.00612498255
207	0.00610122144
208	0.006035076274
209	0.005994182012
210	0.005966176431
211	0.005914743431
212	0.005894212819
213	0.005865848979
214	0.005827396668
215	0.005765459082
216	0.005716604046
217	0.005664963977
218	0.005643802243
219	0.005603397546
220	0.005577850135
221	0.005559267147
222	0.005523421363
223	0.005498371389
224	0.005474827546
225	0.005455533945
226	0.005413293077
227	0.005381191718
228	0.00534668385
229	0.005295840466
230	0.005276036856
231	0.005245897766
232	0.005219404244
233	0.005171154616
234	0.005140648414
235	0.005126417618
236	0.005098312595
237	0.005052805422
238	0.005019335202
239	0.004985490298
240	0.004956839056
241	0.004896485418
242	0.004872136565
243	0.004830974642
244	0.004810062443
245	0.004776880564
246	0.004729913956
247	0.004700224858
248	0.004688850465
249	0.004654026601
250	0.004620136044
251	0.004596820694
252	0.004570850042
253	0.004548007913
254	0.004524128764
255	0.004481611484
256	0.004457043323
257	0.004411096553
258	0.004365179571
259	0.004337836727
260	0.004322138813
261	0.004285384048
262	0.00426448241
263	0.004235467717
264	0.004222421919
265	0.004185851526
266	0.004168883443
267	0.004151697292
268	0.004139029444
269	0.004120248273
270	0.004099826228
271	0.0040938036
272	0.004064431014
273	0.004037897825
274	0.004012416425
275	0.003994056836
276	0.003975686824
277	0.003944602423
278	0.003920338382
279	0.003902316598
280	0.003881459069
281	0.003862794178
282	0.003838092019
283	0.003817220616
284	0.003798673553
285	0.003788404167
286	0.003764205954
287	0.003734820218
288	0.003716875114
289	0.003702407758
290	0.003675138459
291	0.003643265944
292	0.003621304535
293	0.00361695888
294	0.003605432411
295	0.00358146212
296	0.0035646258
297	0.003553566317
298	0.003534151338
299	0.003515629007
